"order_id","spacetime_volume_id","place_type","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
720,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","St Genoisstraat","rue St. Genois","Gentbrugge, van brusselschen steenweg tot gontrodestraat.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
720,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Gillisstraat","r. s. Gilles","v. slijpstr. tot s. Gillisbrug.",3,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
973,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Hubert- of Huibrechtstraat","rue s. Hubert","van s. pietersvrouwstraat tot rogierstraat.",5,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
974,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Jacobsnieuwstraat","rue neuve s. Jacques","van vlasmarkt tot nieuwbrug.",1,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
975,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Jansdreef","avenue s. Jean","v. nieuwpoort tot steend.",1,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
976,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Janstraat","rue s. Jean","v. cataloniëstr. t. bij s. Baafs.",1,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
977,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Jansvest","rempart s. Jean","van kortedagsteeg tot brabantstraat.",1,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
978,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Jorisstraat",,"ziet steendam.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
979,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Joriskaai","quai s. Georges","van steendam tot roodetorenstraat.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
980,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Jozefstraat","rue s. Joseph","van prooststraat tot s. Machariusstraat.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
981,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Lievensboulevard",,"ziet boulevard van s. Lieven.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
982,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Lievensteeg","passage de la rue s. Liévin","van s. Lievenstraat tot boulevard Frère-Orban.","4 en 5",1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
983,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Lievenstraat","rue s. Liévin","van langeviolettenstraat tot s. Lievenspoort.","4 en 5",1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
984,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Lievensboulevard","boulevard s. Liévin","van terplatenbrug tot dierentuindreef.",5,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
985,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Machariusplein","plaine s. Macaire","van s. Machariusstraat tot spanjaardsstraat.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
986,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Machariusstraat","rue s. Macaire","van De Pauwbrug tot s. Machariusplein.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
987,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Margrietestraat","rue s. Marguerite","van geldmunt tot fabriekplaats.",3,3,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
988,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Martensblindeken","impasse s. Martin","op akkergemstraat, zonder einde.","H 2",2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
989,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Martenskerkstraat",,"ziet s. Martensblindeken.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
990,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Martenstraat","rue s. Martin","van bestormstraat tot korte violettenstraat.",2,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
991,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Michielsplaats","place s. Michel","van koornlei en onderbergen tot s. Michielstraat.",2,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
992,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Michielstraat","rue s. Michel","van s. Michielsplaats tot poel.",2,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
993,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pharaildeplaats",,"ziet veerleplaats.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
994,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pieterstraat","rue s. Pierre","van s. pietersplein, achter de kerk, tot opperschelde, muinkkaai.",5,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
995,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pieters-Aalst","s. Pierre-Alost","van buiten de heuvelpoort en linkerkant des kortrijkschensteenweg tot Ledeberg, zwijnaarde, s. Denijs en s. Pieters-Aigem. H 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
996,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pieters-Aalststraat","rue s. Pierre-Alost","v. zwijnaardschen steenweg tot den kortrijkschen steenweg, s. Pieters-Aalst. H 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
997,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pieters-Aigem","s. Pierre-Aigem","van b. de kortrijkschepoort tot s. Pieters-Aalst, s. Denijs, Afsné en Drongen. H 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
998,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pietersnieuwstraat","rue neuve s. Pierre","van walpoortbrugstraat tot s. Pietersplein. 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
999,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pietersplein","plaine s. Pierre","van s. Pietersnieuwstraat tot heuvelstraat. 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
1000,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Pietersvrouwenstraat","rue des femmes s. Pierre","Van nederkouter tot s. Amandstraat. 5",,2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
721,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","S. Salvatorstr.","rue s. Sauveur","van slijpstraat tot voormuide.","H 3",1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
1005,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Slachthuisboulevard",,"ziet boulevard van het slachthuis.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
722,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Slachthuisstraat","rue de l’abattoir","van het begin van den boulevard Lousbergs tot kasteelboulevard.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
723,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Sluisstraat","rue de l'écluse","van het sluizeken tot krommewal.",3,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
724,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Sluizeken","place de l’écluse","van oudburg tot slijpstraat.",3,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=634&xywh=-687%2C-1%2C4496%2C2723"
725,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Sluizekenskaai","quai de l'écluse","v. korte steensstraat tot sluizeken.",3,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
726,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Slijpstraat","rue des remouleurs","van sluizeken en korte steensstraat tot s salvatorstraat.",3,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
727,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Smisstraat","rue de la forge","van kortrijkschen steenweg tot ganzendriesstraat, s. Pieters-Aigem.","H 5",2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
728,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Snoekstraat","rue du brochet","van toekomststraat tot scheldeboulevard",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
729,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Snoekstraat","rue du brochet","Gentbrugge, van de dorpplaats naar de hospiciestraat.",,,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
730,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Spaansch hospitaalsteeg","impasse de l'hôpital espagnol","op de kalvermarkt, straat zonder einde.",1,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
731,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Spaarstraat","rue de l’épargne","van plezantevest tot gasmeterlaan.",3,3,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
732,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Spadestraat","r. de la bêche","van de zeilstraat tot de ploegstraat","HM 3",1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
733,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Spanjaardsstraat","rue des Espagnols","van prooststraat tot slachthuisstraat.",7,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
734,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Speldenstraat","rue des épingles","van garenplaats tot goudstraat.",1,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
735,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Sperrestraat","rue du sapin","van rooigemstraat tot kastanjestraat.",6,3,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
736,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Sperwerstraat","rue de l’épervier","van merelstraat tot kraaistraat.","H 5",2,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
737,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Spiegelstraat,","rue du miroir","van nederpolder tot s. Jacobsnieuwstraat.",1,1,"1898-01-01T00:00:00",,,"1898-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/U32PZGXS","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:EB1B0E6A-5141-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AEB1B0E6A-5141-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=635&xywh=-687%2C-1%2C4496%2C2723"
