"order_id","presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI"
822,5428,4392,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Struifstraat","Struifstraat","rue de l'ommelette","Rue de l'ommelette","van engelandgat tot bestormstraat.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
823,5429,4393,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Stuksken","Stuksken","rue de la pièce","Rue de la pièce","van zakkebandstraat tot koepoortkaai.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
824,5430,4394,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tarbotstraat","Tarbotstraat","rue du turbot","Rue du turbot","tusschen de karpel- en visschersstraat.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
825,5431,4395,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tarwestraat","Tarwestraat","rue du froment","Rue du froment","van molenaarstraat tot Lievegang.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
826,5432,4396,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tempelhof","Tempelhof","rue des templiers","Rue des templiers","van s. Margrietestraat tot lange schipgracht.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
827,5433,4397,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Teniersstraat","Teniersstraat","rue Teniers","Rue Teniers","van Jordaensstraat tot De Craeyerstraat.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
828,5434,4398,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Terneuzenlaan","Terneuzenlaan","avenue de Terneuzen","Avenue de Terneuzen","van de sasschepoortbrug, tot de ringspoorwegbrug langs het kanaal","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
829,5435,4399,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Terplatenkaai","Terplatenkaai","quai de Terplaeten","Quai de Terplaeten","van Benardstraat tot de schelde (onder de Terplatenbrug).",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
830,5436,4400,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Thaliestraat","Thaliestraat","r. Thalie","Rue Thalie","van zwijnaardschen steenweg tot ottergemschen steenweg, s. Pieters-Aalst.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
831,5437,4401,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Theresianenstraat","Theresianenstraat","rue des Thérésiennes","Rue des Thérésiennes","van holstraat tot coupure, rechter oever.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
832,5438,4402,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tichelrij","Tichelrij","quai des tuileries","Quai des tuileries","van korte steensstraat tot roodelijvekensstraat, chartreuzenbrug.",3,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
833,5439,4403,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tinkestraat","Tinkestraat","rue de la tanche","Rue de la tanche","van snoekstraat tot karpelstraat.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
834,5440,4404,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tinnenpotstraat","Tinnenpotstraat","rue du pot d'étain","Rue du pot d'étain","van groot gewat tot korte zilverstraat.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
835,5441,4405,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Toekomststraat","Toekomststraat","rue de l’avenir","Rue de l’avenir","van Lousbergsboulevard tot toekomststraat, s. Amandsberg.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
836,5442,4406,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Toekomststraat","Toekomststraat","rue de l’avenir","Rue de l’avenir","s. Amandsberg, van toekomststraat (Gent) tot heirnisplein, s. Amandsb.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
837,5443,4407,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Toevluchtstraat","Toevluchtstraat","rue du refuge","Rue du refuge","van seminariestraat tot nederpolder.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
838,5444,4409,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tolkaai","Tolkaai","quai du péage","Quai du péage","van tolhuisbrug tot de sluis van de sasschekaai.","H 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
839,5445,4410,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tongstraat","Tongstraat","rue de la sole","Rue de la sole","tusschen de visschers- en tarbotstraat.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
840,5446,4411,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tooverheksstraat","Tooverheksstraat","rue de la sorcière","Rue de la sorcière","Ledeberg, van kerkstraat tot langestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
841,5447,4412,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Torrekensstraat","Torrekensstraat","rue des tourelles","Rue des tourelles","van de rabotdreef tot Maria-Therresiaplaats.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
842,5448,7320,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Trekweg","Trekweg","chemin de halage","Chemin de halage","Ledeberg, van hundelgemschestraat tot brusselschestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
843,5449,7320,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Trekweg","Trekweg","Gentbrugge","Gentbrugge","ziet Scheldekant.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
844,5450,4414,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tulpstraat","Tulpstraat","r. de la Tulipe","Rue de la Tulipe","van brugschen steenweg tot kastanjestraat.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
845,5451,4415,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Turfsstraat","Turfsstraat","rue de la tourbe","Rue de la tourbe","van rabotdreef tot wilgestraat.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
846,5452,4238,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Turnerstraat","Turnerstraat",,,"ziet pontstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=689&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1381/full/full/0/native.jpg"
847,5453,4417,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Twaalfkamersstraat","Twaalfkamersstraat","rue des douze chambres","Rue des douze chambres","van annonciadenstraat tot coupure, rechter oever.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
848,5454,4418,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tweebruggenstraat","Tweebruggenstraat","rue des deux ponts","Rue des deux ponts","van statieplaats tot visscherij.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
849,5455,4419,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Twijndersstraat","Twijndersstraat","rue des retordeurs","Rue des retordeurs","van steurstraat tot ottogracht.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
850,5456,4420,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Tijgerstraat","Tijgerstraat","rue du tigre","Rue du tigre","van Benardstraat tot olifantstraat.",5,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
851,5457,4421,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Uilkensstraat","Uilkensstraat","r. des hiboux","Rue des hiboux","van zwijnaardschen steenweg tot musschenstraat, s. pieters-aalst.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
852,5458,4470,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Universiteitstraat","Universiteitstraat",,,"ziet voldersstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
853,5459,4423,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Ursulinenstraat","Ursulinenstraat","rue des ursulines","Rue des ursulines","van zandberg tot spiegelstraat.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
854,5460,4424,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Vaartstraat","Vaartstraat","rue du canal","Rue du canal","van ham tot dok.","H 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
855,5461,4425,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Valkstraat","Valkstraat","rue du faucon","Rue du faucon","in de veldstraat tot de rivier, ajuinenlei.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
856,5462,560,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Van Akensstraat","Van Akensstraat","rue Van Aken","Rue Van Aken","van begijnhofplaats tot Verspeyenstraat.",2,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
857,5463,4427,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Van Arteveldeplaats","Van Arteveldeplaats","place Van Artevelde","Place Van Artevelde","van statiestraat tot koepoortkaai en nieuwenboschstraat.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=690&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1383/full/full/0/native.jpg"
